"order_id","customer_id","order_date","total_amount"
"1644","2709","2024-08-12","522.51"
"1645","3067","2024-12-03","1515.38"
"1647","1390","2025-08-18","1342.13"
"1648","980","2025-06-03","1048.77"
"1649","3527","2023-06-28","238.17"
"1650","2323","2025-10-24","1526.6"
"1651","3714","2024-08-11","2850.54"
"1652","1098","2023-07-20","462.78"
"1654","1910","2025-01-15","791.5"
"1655","4929","2024-09-19","2475.04"
"1657","3977","2026-02-17","1761.37"
"1658","120","2023-10-12","483.25"
"1659","3750","2026-01-16","229.28"
"1660","2376","2023-07-23","478.25"
"1661","885","2025-07-11","483.68"
"1663","4633","2025-08-07","2131.47"
"1664","2488","2025-07-25","2537.34"
"1665","1130","2024-11-26","1982.78"
"1666","3722","2023-11-19","202.69"
"1667","397","2025-09-19","1690.86"
"1668","2307","2026-03-23","1316.29"
"1669","3556","2023-10-23","2260.39"
"1670","2326","2023-12-03","2390.82"
"1671","1876","2023-12-17","82.76"
"1672","1067","2023-12-18","1967.41"
"1673","930","2025-12-20","2421.32"
"1675","410","2024-07-07","2171.64"
"1676","4651","2023-05-09","2631.15"
"1677","4404","2023-12-11","1132.93"
"1679","4555","2025-07-17","1473.28"
"1680","4508","2023-06-29","2662.35"
"1681","1674","2025-04-28","844.04"
"1682","1067","2023-04-19","152.92"
"1683","3631","2026-01-30","1868.03"
"1686","4127","2024-03-03","2876.25"
"1687","4262","2024-05-21","2866.83"
"1688","4547","2024-09-04","1287.84"
"1689","1801","2025-05-29","2061.04"
"1690","482","2024-09-30","2973.41"
"1691","2004","2023-05-01","296.18"
"1692","3604","2024-12-27","1928.38"
"1693","4493","2024-01-10","2016.6"
"1695","3775","2025-07-15","702.3"
"1696","3677","2025-12-21","1933.17"
"1697","1802","2024-10-21","2821.8"
"1698","860","2024-10-29","2158"
"1699","1677","2023-09-19","1888.14"
"1700","4973","2023-05-05","1221.7"
"1702","3496","2024-07-05","678.87"
"1703","3296","2024-02-14","1393.36"
"1704","4401","2025-12-08","1013.75"
"1705","3584","2023-11-17","2310.88"
"1706","1176","2024-12-02","1695.61"
"1707","1389","2026-01-11","526.99"
"1708","2421","2026-03-20","701.06"
"1710","580","2024-10-14","2910.18"
"1711","3828","2023-08-09","553.26"
"1713","3723","2025-11-14","1534.1"
"1714","4901","2024-11-11","1540.17"
"1715","2021","2025-08-31","2245.91"
"1716","1373","2024-03-21","2354.96"
"1718","4628","2025-02-26","2569.22"
"1719","62","2024-05-04","1729.22"
"1720","2600","2025-12-07","2466.77"
"1721","2346","2026-01-17","90.84"
"1722","4324","2023-12-12","282.97"
"1723","1790","2023-08-28","2876.27"
"1724","644","2025-01-28","1470.46"
"1725","2987","2024-11-16","962.2"
"1726","1222","2024-07-01","1928.77"
"1727","484","2024-11-30","807.51"
"1728","725","2024-06-01","2439.41"
"1729","2511","2025-08-19","1420.69"
"1731","67","2025-06-12","456.7"
"1732","1019","2023-05-13","797.75"
"1733","1410","2024-02-05","239.97"
"1735","4862","2024-07-29","976.25"
"1736","4236","2024-04-03","2081.38"
"1737","1687","2024-11-12","1781.6"
"1738","3047","2025-11-11","1939.4"
"1739","1582","2023-10-04","1953.35"
"1740","3151","2024-09-02","1159.75"
"1742","1002","2023-12-07","259.62"
"1743","608","2023-12-24","1326.75"
"1744","56","2024-07-22","2775.97"
"1745","1789","2025-05-15","602.83"
"1747","3571","2024-08-09","487.71"
"1748","3188","2023-12-11","651.11"
"1750","4090","2025-04-16","2072.46"
"1751","360","2024-06-07","1064.89"
"1752","1726","2023-05-16","2673.78"
"1755","1484","2025-09-17","2738.05"
"1756","3505","2023-05-13","1378.81"
"1757","2156","2024-11-03","438.59"
"1758","3396","2025-02-15","1076.83"
"1759","402","2025-06-08","2669.44"
"1760","2751","2024-05-01","1715.51"
"1761","4661","2023-10-02","1881.95"
"1762","1701","2024-04-24","2990.59"
"1764","246","2025-06-05","1220.53"
"1765","2498","2025-06-23","1112.05"
"1766","3472","2023-10-24","1161.85"
"1767","2305","2024-12-06","2662.03"
"1768","3369","2024-03-30","2090.38"
"1770","947","2025-01-06","1549.51"
"1771","2552","2024-07-20","2758.5"
"1772","4635","2025-11-14","1177.02"
"1773","4299","2024-07-30","2202.14"
"1774","4186","2024-09-14","2819.67"
"1775","4974","2024-03-26","993.04"
"1776","1664","2024-11-08","1117.92"
"1777","4755","2024-02-26","2487.53"
"1778","3120","2023-04-11","802.02"
"1779","3290","2023-08-04","2670.71"
"1780","1835","2024-02-29","1139.72"
"1781","4450","2025-10-02","1831.38"
"1782","1467","2024-08-03","1933.23"
"1783","4209","2023-04-29","1839.59"
"1784","4074","2025-03-27","1090.91"
"1785","3572","2025-11-14","1941.95"
"1786","730","2024-04-07","215.46"
"1787","332","2025-12-01","357.24"
"1788","2998","2024-12-23","2120.91"
"1789","1693","2023-07-15","2134.09"
"1790","4201","2025-03-14","793.12"
"1791","4895","2025-08-01","1247.56"
"1792","4463","2025-09-08","2357.61"
"1793","2645","2023-12-16","2167.51"
"1794","4679","2026-02-14","1427.1"
"1795","1023","2024-02-01","2518.23"
"1797","2922","2025-01-23","2598.36"
"1799","4766","2024-01-19","1530.87"
"1800","3389","2025-02-02","1264.34"
"1802","1148","2024-10-03","1622.42"
"1803","724","2025-09-06","387.89"
"1804","1455","2023-07-13","2987.92"
"1805","3486","2023-11-03","2466.33"
"1807","1034","2023-12-11","835.62"
"1808","4918","2024-07-02","1631.63"
"1809","3508","2025-06-08","381.75"
"1810","4818","2025-12-24","167.13"
"1811","3530","2023-06-05","739.88"
"1813","1626","2024-01-25","1302.86"
"1814","3599","2025-05-26","2785.21"
"1815","3335","2024-06-05","1134.49"
"1816","3749","2025-05-30","2387.68"
"1817","2056","2024-10-15","234.84"
"1818","1345","2024-09-30","1846.66"
"1819","3872","2026-04-02","2079.12"
"1820","4860","2024-01-11","1965.47"
"1821","1526","2024-06-18","443.42"
"1822","4715","2024-01-30","1327.81"
"1823","4912","2024-08-02","2599.13"
"1824","1436","2025-10-27","1992.34"
"1825","4371","2023-08-05","1511.24"
"1826","1684","2025-12-27","73.86"
"1828","1024","2024-04-13","790.56"
"1829","4916","2023-11-27","1629.68"
"1830","4363","2024-04-18","957.1"
"1831","1538","2023-08-14","1535.44"
"1832","511","2024-11-19","2526.97"
"1833","943","2023-09-23","827.97"
"1834","3845","2023-10-06","221.18"
"1835","4465","2026-03-14","1865.21"
"1836","3776","2023-06-27","2367.69"
"1837","3222","2024-10-13","1902.18"
"1838","4519","2024-05-09","2350.89"
"1839","4977","2024-03-08","466.68"
"1840","353","2024-09-07","2536.15"
"1841","2667","2024-03-04","2860.65"
"1842","3982","2025-03-08","593.87"
"1843","3246","2024-02-03","1419.09"
"1844","420","2024-04-10","1135.43"
"1845","329","2025-01-08","1356.71"
"1846","2551","2023-08-31","487.62"
"1847","192","2024-05-13","134.79"
"1848","711","2023-07-05","2325.31"
"1849","573","2024-10-14","516.4"
"1850","2614","2024-12-11","1117.68"
"1851","4523","2025-09-09","2897.49"
"1852","1804","2023-10-07","959.12"
"1853","1523","2024-02-10","1853.75"
"1854","778","2026-02-04","2330.13"
"1855","4275","2023-07-23","2182.23"
"1856","696","2025-12-01","1470.13"
"1857","652","2024-11-11","309.73"
"1858","4752","2025-01-27","449.71"
"1859","2459","2024-03-27","2402.98"
"1860","827","2025-05-16","2576.27"
"1862","4410","2024-07-06","2002.26"
"1863","3984","2024-05-26","2472.56"
"1864","1281","2024-09-22","1130.4"
"1865","4400","2025-07-20","2914.35"
"1867","3298","2024-04-10","777.55"
"1868","4819","2024-08-26","917.12"
"1869","3977","2024-09-04","2048.61"
"1870","4877","2024-07-04","1328.64"
"1871","4516","2025-06-10","1425.69"
"1873","4927","2024-06-25","2988.47"
"1874","4414","2024-07-23","1071.24"
"1875","388","2024-06-27","1641.89"
"1876","3175","2025-10-12","315.85"
"1877","3527","2025-08-04","542.31"
"1878","3268","2025-08-20","178.23"
"1879","1406","2023-04-26","2051.52"
"1880","3275","2024-07-13","2667.86"
"1881","3445","2025-01-14","2951.73"
"1882","187","2024-01-02","2697.59"
"1883","1164","2023-07-05","1601.76"
"1884","4447","2025-04-18","1587.52"
"1885","4559","2024-09-18","953.5"
"1886","582","2024-06-09","561.16"
"1887","3156","2023-08-07","253.62"
"1888","3940","2024-09-17","682.76"
"1889","2140","2025-09-28","373.88"
"1890","4448","2025-11-03","1107.82"
"1891","4534","2025-09-26","1938.05"
"1893","28","2023-05-15","1647.9"
"1895","3747","2024-03-28","1023.77"
"1896","1600","2024-05-25","2834.03"
"1897","1798","2023-10-09","928.17"
"1898","1664","2026-01-13","2247.57"
"1899","1069","2023-09-11","1671.94"
"1900","3371","2023-06-18","2067.32"
"1901","3199","2025-06-01","145.91"
"1902","4273","2024-01-09","1535.35"
"1903","1473","2023-09-01","933.33"
"1904","1137","2025-01-27","1038.21"
"1906","349","2024-12-01","309.04"
"1907","1035","2024-12-01","2673.2"
"1908","4215","2025-09-22","2309.17"
"1909","1632","2025-12-09","1107.97"
"1910","3453","2024-03-10","1649.77"
"1911","3953","2024-10-15","1199.41"
"1912","4641","2024-01-02","1548.16"
"1913","4158","2024-06-14","245.36"
"1914","2023","2024-12-29","1422.79"
"1915","4211","2024-08-30","2395.27"
"1917","4313","2023-06-24","2848.08"
"1918","4477","2024-04-28","1045.61"
"1920","937","2025-07-26","650.75"
"1921","163","2025-04-16","337.95"
"1922","4296","2025-01-24","2272.06"
"1923","2570","2023-06-17","2995.1"
"1924","881","2026-01-22","728.53"
"1926","1885","2024-05-23","2358.79"
"1927","13","2025-07-25","1209.48"
"1928","1066","2025-10-17","1425.56"
"1929","891","2023-07-06","182.74"
"1930","3385","2023-05-06","2030.23"
"1931","893","2024-09-03","1279.93"
"1932","67","2023-10-23","2353.29"
"1933","3521","2025-05-15","746.28"
"1934","1923","2024-09-20","1688.04"
"1935","603","2024-10-13","1694.11"
"1936","1173","2023-04-19","584.86"
"1937","3579","2025-11-05","2034.45"
"1939","2637","2024-09-16","475.57"
"1940","1766","2025-04-02","1424.47"
"1941","1130","2025-12-10","1051.39"
"1942","987","2023-04-20","2819.9"
"1943","3519","2024-10-07","2774.85"
"1944","65","2025-09-14","1453.83"
"1945","1492","2025-04-06","750.86"
"1946","1007","2025-06-17","1986.17"
"1947","179","2026-02-28","1988.94"
"1948","896","2024-10-30","1944.48"
"1949","1224","2023-08-10","2773.59"
"1950","878","2025-03-11","1687.9"
"1952","130","2024-12-09","753.27"
"1953","305","2026-03-15","2372.23"
"1954","2780","2025-06-30","2456.47"
"1955","3356","2025-06-21","1752.89"
"1956","4605","2023-04-16","500.11"
"1957","268","2024-10-22","2086.95"
"1958","4282","2026-01-03","2309.78"
"1959","1262","2025-07-17","1926.27"
"1960","4316","2023-06-16","1690.47"
"1961","1216","2025-12-12","589.77"
"1964","4258","2025-03-08","2140.85"
"1965","3951","2024-11-26","2005.22"
"1966","3694","2024-10-04","2144.76"
"1967","2864","2024-11-08","2988.28"
"1968","972","2024-09-04","197.88"
"1970","2598","2024-04-09","723.66"
"1972","3427","2023-09-13","1831.83"
"1973","2610","2026-03-23","2188.84"
"1974","4557","2023-07-02","1614.48"
"1975","3498","2025-04-17","308.83"
"1976","1067","2023-05-28","2153.44"
"1977","3749","2024-03-01","482.65"
"1978","1832","2025-09-09","1650.23"
"1979","4629","2024-05-19","1700.47"
"1983","2559","2023-07-10","156.41"
"1984","67","2023-08-07","1756.15"
"1985","2978","2025-10-10","2851.55"
"1986","1279","2024-09-24","1879.13"
"1987","1129","2024-07-17","1574.45"
"1989","4989","2025-06-16","56.86"
"1990","3094","2025-10-21","1375.7"
"1991","781","2025-06-12","754.73"
"1992","3893","2026-02-25","2118.89"
"1993","2395","2025-04-07","757.79"
"1994","1573","2025-06-30","640.12"
"1995","4855","2024-05-28","1669.57"
"1996","4367","2024-12-24","1566.48"
"1997","3605","2024-05-19","910.13"
"1998","2619","2024-03-03","2379.04"
"1999","3942","2024-07-23","1680.51"
"2000","1348","2025-03-04","850.82"
"2001","3317","2024-06-13","990.27"
"2002","1751","2025-04-30","2215.19"
"2003","4776","2024-09-19","1511.6"
"2004","2584","2026-03-01","2745.41"
"2005","3619","2023-09-09","1157.19"
"2006","2387","2024-11-17","1170.29"
"2007","3013","2023-08-03","2298.17"
"2008","1145","2025-08-26","1928.69"
"2009","2462","2025-09-29","1965.61"
"2010","4465","2025-04-04","1887.42"
"2011","4169","2025-12-20","1555.98"
"2013","1878","2023-11-10","2146.45"
"2014","2814","2024-09-10","2539.25"
"2015","542","2025-02-08","1432.25"
"2016","2018","2025-08-26","1228.77"
"2017","177","2024-04-21","2229.91"
"2018","755","2024-11-20","744.07"
"2019","3652","2023-08-20","1943.75"
"2020","858","2025-01-08","1514.96"
"2021","2632","2023-04-26","2414.28"
"2022","64","2024-01-14","1697.79"
"2023","1693","2025-01-09","2182.53"
"2025","2400","2024-09-29","1753.61"
"2026","3081","2023-11-14","584.7"
"2027","4037","2025-07-02","1926.06"
"2028","1472","2024-08-11","1564.23"
"2029","4102","2024-05-12","384.04"
"2030","2088","2024-07-01","2435.38"
"2031","3932","2023-05-05","1947.91"
"2032","1547","2025-06-03","1814.07"
"2033","434","2025-11-23","205.78"
"2034","2936","2026-03-18","879.21"
"2035","2499","2023-11-05","658.26"
"2036","3197","2023-08-14","2327.56"
"2037","4397","2024-01-23","1027.92"
"2039","1509","2023-09-26","1832.5"
"2040","2274","2025-10-20","2990.63"
"2041","3796","2025-01-08","2402.34"
"2042","2719","2023-04-10","1868.34"
"2043","1185","2023-12-05","2114.46"
"2044","2214","2024-02-27","1227.83"
"2045","2045","2025-04-27","1425.88"
"2046","3916","2023-04-26","983.84"
"2047","828","2023-07-26","1383.97"
"2049","4355","2025-01-28","1024.08"
"2050","3885","2025-02-02","57.81"
"2052","3197","2024-02-02","2172.27"
"2054","2191","2024-01-25","2799.51"
"2055","4832","2023-09-12","2607.63"
"2056","2593","2023-08-25","2210.69"
"2057","4690","2024-01-04","2385.66"
"2059","1112","2024-09-19","2821.98"
"2060","3622","2025-05-03","494.22"
"2061","4342","2023-10-11","793.11"
"2062","4535","2026-03-25","2964.01"
"2063","2468","2025-03-16","53.89"
"2064","3666","2025-09-17","569.25"
"2065","4777","2024-05-09","577.74"
"2066","4425","2023-12-03","516.04"
"2067","435","2025-09-01","1942.79"
"2068","3059","2023-05-13","952.37"
"2069","4879","2023-06-29","874.58"
"2070","3529","2025-07-04","833.68"
"2071","2619","2026-02-19","1363.75"
"2072","1820","2023-09-23","2061.56"
"2073","3499","2024-08-04","2254.38"
"2074","4254","2023-10-23","1447.32"
"2075","327","2023-11-19","1872.91"
"2076","4943","2024-05-14","124.92"
"2078","3130","2024-02-02","1568.6"
"2079","5000","2025-09-26","2354.41"
"2081","3675","2025-04-28","997.51"
"2082","4529","2024-12-29","2161.22"
"2084","1483","2024-04-08","1513.4"
"2085","1378","2025-12-13","2240.54"
"2086","3191","2025-09-10","706.24"
"2087","2388","2025-02-20","2510.95"
"2088","2679","2023-09-26","1145.55"
"2089","264","2023-11-18","661.93"
"2092","1398","2026-02-12","406.42"
"2093","1536","2024-03-27","2993"
"2094","3599","2025-05-21","452.25"
"2095","455","2024-03-13","2936.21"
"2096","1897","2024-11-27","2338.33"
"2097","2326","2024-01-18","2838.68"
"2098","4559","2026-01-13","775.85"
"2099","2890","2025-03-05","1888.14"
"2100","469","2023-06-24","467.78"
"2101","154","2025-08-10","1061.84"
"2102","4502","2023-07-07","1079.32"
"2103","279","2024-04-14","1644.7"
"2104","805","2024-02-19","320.67"
"2105","3077","2025-02-08","1094"
"2106","3439","2025-03-14","1461.49"
"2107","991","2024-09-13","584.98"
"2108","551","2023-04-27","655.92"
"2109","4767","2023-04-04","1654.65"
"2110","3883","2024-04-04","2568.92"
"2111","4742","2025-11-08","273.02"
"2112","2176","2024-07-28","2710.29"
"2113","3318","2023-04-23","1970.98"
"2114","1869","2024-10-02","2992.68"
"2115","4906","2026-03-17","2680.16"
"2116","2002","2024-06-05","825.9"
"2118","4755","2025-08-27","668.06"
"2120","1975","2025-10-31","2574.38"
"2121","964","2025-09-29","1834.32"
"2122","1515","2025-04-28","2093.93"
"2123","3153","2024-08-09","1984.72"
"2124","2028","2024-09-01","1519.13"
"2125","3972","2025-05-22","1385.72"
"2126","4416","2025-01-27","406.32"
"2127","1296","2025-08-06","513.58"
"2128","3198","2024-02-14","892.27"
"2129","3479","2023-06-25","1758.06"
"2130","54","2026-03-29","826.96"
"2131","2420","2024-04-09","2518.43"
"2132","4550","2025-01-21","57.26"
"2134","4149","2025-06-05","896.99"
"2135","2528","2023-11-10","1579.42"
"2136","2645","2024-08-11","2329.19"
"2137","4943","2023-09-11","677.79"
"2138","3630","2025-03-07","1606.35"
"2139","1536","2023-06-27","1646.44"
"2140","3295","2023-09-10","491.9"
"2141","4630","2025-09-17","1327.09"
"2142","4978","2025-01-02","2087.45"
"2143","519","2026-01-24","2150.35"
"2144","2809","2023-05-08","2146.34"
"2145","2825","2024-09-16","2035.51"
"2146","3440","2024-10-23","2192.73"
"2147","1939","2023-11-22","870.79"
"2148","1475","2024-05-10","619.15"
"2149","4379","2025-07-24","697.44"
"2150","1128","2024-06-12","671.28"
"2152","1065","2024-12-31","748.58"
"2154","2382","2023-10-19","158.05"
"2155","4393","2023-12-28","377.51"
"2156","727","2026-01-26","1639.22"
"2157","4673","2023-10-20","1201.01"
"2158","2297","2024-08-14","556.41"
"2159","373","2025-06-17","2975.06"
"2160","2095","2024-04-07","464.47"
"2161","4707","2023-12-19","2196.3"
"2162","4882","2025-09-04","262.48"
"2163","4593","2025-07-30","2118.28"
"2164","4836","2024-07-21","1701.67"
"2165","2055","2023-11-13","1262.1"
"2166","2557","2023-09-25","1817.73"
"2168","3311","2024-05-07","2033.88"
"2169","4612","2023-10-26","1894.47"
"2172","4072","2025-10-28","643.84"
"2173","3810","2025-02-18","50.3"
"2175","3033","2023-09-06","2144.97"
"2176","2798","2026-03-13","1173.76"
"2177","3899","2024-03-08","645.12"
"2180","483","2023-08-09","2745.1"
"2181","967","2025-07-13","2952.12"
"2182","3283","2024-04-23","1157.49"
"2183","4565","2025-12-05","2681.24"
"2184","1411","2024-06-14","1691.51"
"2185","3415","2024-01-20","1024.05"
"2186","2661","2025-09-21","2014.2"
"2188","3562","2024-05-17","2661.89"
"2189","4476","2023-11-26","895.49"
"2190","2347","2024-02-12","249.27"
"2191","715","2023-08-26","2840.47"
"2192","1176","2023-05-31","2305.58"
"2193","712","2025-03-19","1829.41"
"2194","3338","2023-08-09","426.05"
"2195","4083","2025-02-24","786.51"
"2196","229","2024-10-24","244.49"
"2197","1584","2024-05-28","139.03"
"2199","2324","2023-11-11","387.25"
"2200","3170","2023-05-08","2329.12"
"2201","4721","2023-06-06","2840.09"
"2202","741","2024-05-30","1496.91"
"2203","4747","2025-03-27","420.02"
"2204","4597","2024-11-04","1481.33"
"2205","2798","2023-10-22","1649.89"
"2206","2581","2023-06-29","506.31"
"2207","4861","2025-08-18","147.94"
"2208","2845","2025-02-23","465.34"
"2210","3455","2025-02-05","727.05"
"2211","2703","2024-02-23","1314.78"
"2212","2592","2024-05-12","531.53"
"2213","414","2024-02-07","840.18"
"2214","821","2023-11-28","657.23"
"2215","3831","2026-01-14","986.17"
"2216","4779","2023-07-29","2044.37"
"2217","3348","2024-03-20","1907.06"
"2218","1449","2024-08-09","2945.09"
"2219","3096","2026-03-04","470.42"
"2220","2681","2023-12-06","635.47"
"2221","1234","2024-09-08","166.99"
"2223","741","2023-11-29","64.85"
"2224","4411","2026-03-11","2431.66"
"2225","3146","2024-03-13","564.54"
"2226","4208","2024-04-20","990.9"
"2227","3052","2023-04-28","522.54"
"2228","63","2024-11-10","2502.64"
"2229","1108","2024-03-21","618.88"
"2230","971","2025-06-13","1332.45"
"2231","1025","2023-07-16","1685.1"
"2233","4829","2024-04-08","1913.01"
"2235","3994","2023-11-20","1034.26"
"2236","1801","2023-04-08","2505.3"
"2237","1781","2024-12-26","1946.81"
"2238","3023","2023-05-04","2661.72"
"2239","2194","2025-09-20","705.2"
"2240","936","2024-03-30","1175.74"
"2241","2777","2024-04-17","944.5"
"2242","1029","2025-12-12","1948.81"
"2243","959","2025-05-02","1720.26"
"2244","50","2023-08-21","2898.81"
"2245","1165","2025-12-12","2872.22"
"2246","3636","2024-07-29","255.06"
"2247","2059","2024-04-06","2335.96"
"2248","1520","2025-06-11","780.59"
"2249","4571","2025-03-16","394.95"
"2250","1601","2025-09-06","1235.23"
"2251","3722","2024-06-24","433.9"
"2252","2037","2024-07-26","1494.59"
"2254","3200","2023-08-18","1078.38"
"2256","494","2023-10-12","763.3"
"2257","4268","2025-02-20","665.76"
"2258","3310","2023-12-16","1054.14"
"2259","897","2025-04-03","226.72"
"2260","1794","2024-07-15","2645.17"
"2262","2337","2024-05-01","187.11"
"2264","4516","2025-08-28","219.2"
"2265","1915","2023-08-27","2402.52"
"2266","2137","2024-10-19","674.88"
"2267","1251","2025-10-21","814.84"
"2268","495","2025-12-31","1934.87"
"2269","2249","2025-01-17","1506.18"
"2270","1476","2025-06-07","2927.4"
"2271","4666","2025-06-20","2917.47"
"2272","3446","2024-08-21","890.1"
"2273","3389","2025-10-01","1124.07"
"2276","49","2024-10-02","1925.29"
"2278","2990","2023-07-07","2053.05"
"2279","2497","2025-10-24","2704.14"
"2280","3242","2025-07-21","482.77"
"2281","3613","2025-05-31","1818.56"
"2282","2777","2024-04-10","2320.99"
"2284","2067","2023-11-30","2646.24"
"2285","3931","2025-01-18","2041.69"
"2286","3200","2024-05-21","1092.3"
"2287","332","2025-12-14","598.46"
"2288","637","2025-06-22","183.43"
"2289","2159","2023-12-13","448.18"
"2290","1668","2024-06-03","363.05"
"2292","2853","2025-08-23","858.45"
"2293","349","2023-07-30","1254.53"
"2294","2670","2025-05-14","1558.17"
"2295","1470","2025-05-05","1424.69"
"2296","2795","2025-06-22","58.29"
"2297","3282","2024-07-10","838.05"
"2298","4765","2025-06-18","2993.78"
"2299","3432","2025-08-14","1719.47"
"2300","3753","2025-01-22","1206.17"
"2302","2642","2023-08-24","1901.43"
"2304","2039","2024-06-04","2300.66"
"2305","2907","2024-06-19","2636.79"
"2306","2345","2024-01-08","1845.37"
"2307","3886","2024-01-14","584.43"
"2308","3667","2023-06-10","1005.07"
"2309","1505","2025-08-28","2501.33"
"2310","3754","2023-04-17","2905.62"
"2311","3018","2023-10-05","171.5"
"2312","4491","2024-05-17","1234.58"
"2313","1185","2026-02-04","1172.21"
"2314","172","2025-11-01","2706.02"
"2315","4743","2024-01-28","1874.16"
"2317","3547","2025-08-25","2982.5"
"2318","1758","2024-02-22","2655.68"
"2319","4854","2026-01-14","2228.44"
"2320","4","2025-03-05","2596.08"
"2321","193","2023-11-19","2341.52"
"2322","1710","2024-11-18","2997.64"
"2324","3433","2024-08-14","1046.19"
"2325","485","2025-08-20","876.13"
"2326","1905","2025-12-23","2788.88"
"2327","1468","2023-11-27","94.91"
"2328","4745","2025-07-20","314.61"
"2329","3897","2023-09-28","129.68"
"2330","3024","2024-06-03","2260.65"
"2331","3514","2025-09-03","199.39"
"2332","826","2025-01-08","1226.6"
"2334","1120","2024-02-22","1741.78"
"2336","547","2025-03-01","1364.73"
"2337","4","2025-09-27","2502.64"
"2338","4697","2024-10-08","897.23"
"2339","995","2023-12-11","2920.48"
"2340","2996","2024-02-11","2488.29"
"2341","4229","2023-12-11","1985.84"
"2342","1494","2025-07-10","1084.66"
"2344","103","2023-05-20","1614.4"
"2345","757","2024-06-17","1321.7"
"2346","2070","2024-09-05","1891.65"
"2347","4936","2024-08-10","1850.65"
"2348","1883","2024-01-01","2810.42"
"2350","1966","2023-07-18","2495.5"
"2351","2268","2024-06-27","2190.56"
"2352","4289","2025-07-17","2717.26"
"2353","975","2024-01-24","1171.91"
"2354","4628","2026-03-14","2354.32"
"2355","2285","2023-04-17","1594.55"
"2356","269","2023-08-24","58.76"
"2357","4805","2026-03-01","2197.33"
"2358","2622","2026-01-14","620.88"
"2360","2464","2023-12-31","1243.48"
"2361","1368","2023-11-04","1280.6"
"2362","1332","2024-12-01","2737.41"
"2364","2949","2023-09-04","275.16"
"2365","2147","2024-11-13","268.17"
"2366","3643","2025-12-01","486.87"
"2368","1823","2023-12-03","2767.09"
"2369","4364","2024-08-09","2706.05"
"2371","2779","2024-02-10","1473.43"
"2372","2568","2023-05-10","116.81"
"2373","90","2023-04-21","2968.67"
"2375","4768","2023-04-20","822.34"
"2376","4437","2025-06-19","147.58"
"2379","4566","2025-06-06","1858.33"
"2380","4868","2024-01-27","166.8"
"2382","4599","2026-02-17","1215.95"
"2383","2279","2025-09-20","2188.49"
"2384","3037","2025-01-13","1884.04"
"2386","1159","2023-12-04","1964.62"
"2387","494","2023-09-01","1606.91"
"2388","405","2023-12-15","2350.77"
"2389","4051","2025-02-01","232.34"
"2390","4456","2024-06-25","332.8"
"2391","3339","2025-08-14","281.96"
"2392","676","2024-06-12","2214.7"
"2394","4645","2025-03-28","891.16"
"2395","2246","2025-08-11","1789.36"
"2396","3248","2024-07-08","2985.59"
"2397","1558","2023-07-07","954.08"
"2400","1526","2025-03-28","2442.66"
"2401","2093","2025-11-20","2209.5"
"2402","2675","2023-06-05","467.17"
"2403","840","2026-01-12","359.26"
"2404","4522","2024-11-11","1074.59"
"2405","1186","2024-11-22","978.24"
"2406","1267","2024-05-11","1433.75"
"2407","684","2025-02-19","957.52"
"2408","970","2026-02-20","2285.62"
"2409","2556","2024-12-06","1902.91"
"2410","159","2025-06-25","1792.68"
"2411","4182","2025-09-10","2835.05"
"2412","1796","2025-11-16","2727.85"
"2413","4881","2023-08-26","1957.93"
"2415","786","2024-10-10","1254.31"
"2416","4346","2025-07-19","881.85"
"2417","1703","2026-03-08","1909.34"
"2418","2277","2025-11-20","1100.2"
"2419","4826","2023-08-12","867.62"
"2420","2491","2024-05-01","960.83"
"2421","1658","2025-07-19","522.27"
"2422","315","2026-02-01","286.03"
"2423","452","2025-04-30","1842.87"
"2424","852","2024-05-23","554.12"
"2425","2394","2025-07-30","1150.4"
"2426","1900","2024-07-24","1506.68"
"2427","3375","2023-12-27","489.86"
"2428","4099","2024-04-20","1940.1"
"2429","3901","2024-08-10","553.01"
"2430","2816","2023-10-21","1294.44"
"2431","2437","2025-05-03","1077.88"
"2432","4409","2023-04-28","1541.89"
"2434","3639","2023-06-04","760.09"
"2435","4681","2026-02-23","815.78"
"2436","1062","2024-10-13","2049.33"
"2438","1283","2025-03-21","1716.1"
"2439","1933","2025-07-14","78.57"
"2440","498","2025-02-15","2236.95"
"2441","506","2025-03-15","509.17"
"2442","1981","2024-12-11","1395.63"
"2443","618","2024-05-20","1128.66"
"2444","1486","2024-11-23","2157.77"
"2445","2096","2025-10-22","1136.15"
"2446","3935","2024-03-11","303.12"
"2447","1678","2024-06-06","2128.87"
"2448","3509","2024-04-12","1348.14"
"2449","4870","2024-08-22","181.5"
"2450","4305","2025-12-20","568.64"
"2452","2079","2024-05-04","1678.76"
"2453","3096","2025-02-27","786.62"
"2455","631","2023-11-09","2863.14"
"2456","2828","2023-12-09","951.41"
"2457","16","2024-02-22","2147.67"
"2458","3982","2023-09-12","2683.95"
"2459","3148","2023-06-24","94.89"
"2460","3328","2025-12-07","2377.64"
"2461","4170","2023-08-04","2935.41"
"2462","2647","2025-01-29","2406.48"
"2463","1444","2024-06-24","744.09"
"2465","1390","2025-07-04","1884.18"
"2466","3452","2026-03-27","2628.33"
"2467","2161","2024-09-25","1250.5"
"2468","4628","2023-10-28","1982.44"
"2469","1093","2023-12-02","2839.81"
"2470","4131","2024-01-26","569.57"
"2471","4765","2024-02-17","1851.73"
